column_name,root,sub_root,metric_type,time_horizon,unit,family,stem,cluster_key
day_utc,day,utc,utc,spot,none,Metadata,day_utc,Metadata | root=day | sub_root=utc | type=utc | time=spot | unit=none
1m_lump_sum_stack_btc,lump,sum,sum_stack,1m,btc,Benchmarks & DCA,1m_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=1m | unit=btc
1m_lump_sum_stack_usd,lump,sum,sum_stack,1m,usd,Benchmarks & DCA,1m_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=1m | unit=usd
1m_price_returns,price,returns,price_returns,1m,none,Benchmarks & DCA,1m_price_returns,Benchmarks & DCA | root=price | sub_root=returns | type=price_returns | time=1m | unit=none
1w_block_count,block,count,count,1w,none,Benchmarks & DCA,1w_block_count,Benchmarks & DCA | root=block | sub_root=count | type=count | time=1w | unit=none
1w_dca_average_price,dca,average,average_price,1w,none,Benchmarks & DCA,1w_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=1w | unit=none
1w_dca_average_price_sats,dca,average,average_price,1w,sats,Benchmarks & DCA,1w_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=1w | unit=sats
1w_dca_days_in_loss,dca,days,loss,1w,none,Benchmarks & DCA,1w_dca_days_in_loss,Benchmarks & DCA | root=dca | sub_root=days | type=loss | time=1w | unit=none
1w_dca_days_in_profit,dca,days,profit,1w,none,Benchmarks & DCA,1w_dca_days_in_profit,Benchmarks & DCA | root=dca | sub_root=days | type=profit | time=1w | unit=none
1w_dca_max_return,dca,max,max_return,1w,none,Benchmarks & DCA,1w_dca_max_return,Benchmarks & DCA | root=dca | sub_root=max | type=max_return | time=1w | unit=none
1w_dca_min_return,dca,min,min_return,1w,none,Benchmarks & DCA,1w_dca_min_return,Benchmarks & DCA | root=dca | sub_root=min | type=min_return | time=1w | unit=none
1w_dca_returns,dca,returns,returns,1w,none,Benchmarks & DCA,1w_dca_returns,Benchmarks & DCA | root=dca | sub_root=returns | type=returns | time=1w | unit=none
1w_dca_stack,dca,stack,stack,1w,none,Benchmarks & DCA,1w_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=1w | unit=none
1w_dca_stack_btc,dca,stack,stack,1w,btc,Benchmarks & DCA,1w_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=1w | unit=btc
1w_dca_stack_usd,dca,stack,stack,1w,usd,Benchmarks & DCA,1w_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=1w | unit=usd
1w_lump_sum_days_in_loss,lump,sum,sum_loss,1w,none,Benchmarks & DCA,1w_lump_sum_days_in_loss,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_loss | time=1w | unit=none
1w_lump_sum_days_in_profit,lump,sum,sum_profit,1w,none,Benchmarks & DCA,1w_lump_sum_days_in_profit,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_profit | time=1w | unit=none
1w_lump_sum_max_return,lump,sum,sum_max_return,1w,none,Benchmarks & DCA,1w_lump_sum_max_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_max_return | time=1w | unit=none
1w_lump_sum_min_return,lump,sum,sum_min_return,1w,none,Benchmarks & DCA,1w_lump_sum_min_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_min_return | time=1w | unit=none
1w_lump_sum_returns,lump,sum,sum_returns,1w,none,Benchmarks & DCA,1w_lump_sum_returns,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_returns | time=1w | unit=none
1w_lump_sum_stack,lump,sum,sum_stack,1w,none,Benchmarks & DCA,1w_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=1w | unit=none
1w_lump_sum_stack_btc,lump,sum,sum_stack,1w,btc,Benchmarks & DCA,1w_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=1w | unit=btc
1w_lump_sum_stack_usd,lump,sum,sum_stack,1w,usd,Benchmarks & DCA,1w_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=1w | unit=usd
1w_price_returns,price,returns,price_returns,1w,none,Benchmarks & DCA,1w_price_returns,Benchmarks & DCA | root=price | sub_root=returns | type=price_returns | time=1w | unit=none
1y_block_count,block,count,count,1y,none,Benchmarks & DCA,1y_block_count,Benchmarks & DCA | root=block | sub_root=count | type=count | time=1y | unit=none
1y_dca_average_price,dca,average,average_price,1y,none,Benchmarks & DCA,1y_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=1y | unit=none
1y_dca_average_price_sats,dca,average,average_price,1y,sats,Benchmarks & DCA,1y_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=1y | unit=sats
1y_dca_days_in_loss,dca,days,loss,1y,none,Benchmarks & DCA,1y_dca_days_in_loss,Benchmarks & DCA | root=dca | sub_root=days | type=loss | time=1y | unit=none
1y_dca_days_in_profit,dca,days,profit,1y,none,Benchmarks & DCA,1y_dca_days_in_profit,Benchmarks & DCA | root=dca | sub_root=days | type=profit | time=1y | unit=none
1y_dca_max_return,dca,max,max_return,1y,none,Benchmarks & DCA,1y_dca_max_return,Benchmarks & DCA | root=dca | sub_root=max | type=max_return | time=1y | unit=none
1y_dca_min_return,dca,min,min_return,1y,none,Benchmarks & DCA,1y_dca_min_return,Benchmarks & DCA | root=dca | sub_root=min | type=min_return | time=1y | unit=none
1y_dca_returns,dca,returns,returns,1y,none,Benchmarks & DCA,1y_dca_returns,Benchmarks & DCA | root=dca | sub_root=returns | type=returns | time=1y | unit=none
1y_dca_stack,dca,stack,stack,1y,none,Benchmarks & DCA,1y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=1y | unit=none
1y_dca_stack_btc,dca,stack,stack,1y,btc,Benchmarks & DCA,1y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=1y | unit=btc
1y_dca_stack_usd,dca,stack,stack,1y,usd,Benchmarks & DCA,1y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=1y | unit=usd
1y_lump_sum_days_in_loss,lump,sum,sum_loss,1y,none,Benchmarks & DCA,1y_lump_sum_days_in_loss,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_loss | time=1y | unit=none
1y_lump_sum_days_in_profit,lump,sum,sum_profit,1y,none,Benchmarks & DCA,1y_lump_sum_days_in_profit,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_profit | time=1y | unit=none
1y_lump_sum_max_return,lump,sum,sum_max_return,1y,none,Benchmarks & DCA,1y_lump_sum_max_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_max_return | time=1y | unit=none
1y_lump_sum_min_return,lump,sum,sum_min_return,1y,none,Benchmarks & DCA,1y_lump_sum_min_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_min_return | time=1y | unit=none
1y_lump_sum_returns,lump,sum,sum_returns,1y,none,Benchmarks & DCA,1y_lump_sum_returns,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_returns | time=1y | unit=none
1y_lump_sum_stack,lump,sum,sum_stack,1y,none,Benchmarks & DCA,1y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=1y | unit=none
1y_lump_sum_stack_btc,lump,sum,sum_stack,1y,btc,Benchmarks & DCA,1y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=1y | unit=btc
1y_lump_sum_stack_usd,lump,sum,sum_stack,1y,usd,Benchmarks & DCA,1y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=1y | unit=usd
1y_price_returns,price,returns,price_returns,1y,none,Benchmarks & DCA,1y_price_returns,Benchmarks & DCA | root=price | sub_root=returns | type=price_returns | time=1y | unit=none
24h_block_count,block,count,count,24h,none,Benchmarks & DCA,24h_block_count,Benchmarks & DCA | root=block | sub_root=count | type=count | time=24h | unit=none
2y_cagr,cagr,none,cagr,2y,none,Benchmarks & DCA,2y_cagr,Benchmarks & DCA | root=cagr | sub_root=none | type=cagr | time=2y | unit=none
2y_dca_average_price,dca,average,average_price,2y,none,Benchmarks & DCA,2y_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=2y | unit=none
2y_dca_average_price_sats,dca,average,average_price,2y,sats,Benchmarks & DCA,2y_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=2y | unit=sats
2y_dca_cagr,dca,cagr,cagr,2y,none,Benchmarks & DCA,2y_dca_cagr,Benchmarks & DCA | root=dca | sub_root=cagr | type=cagr | time=2y | unit=none
2y_dca_days_in_loss,dca,days,loss,2y,none,Benchmarks & DCA,2y_dca_days_in_loss,Benchmarks & DCA | root=dca | sub_root=days | type=loss | time=2y | unit=none
2y_dca_days_in_profit,dca,days,profit,2y,none,Benchmarks & DCA,2y_dca_days_in_profit,Benchmarks & DCA | root=dca | sub_root=days | type=profit | time=2y | unit=none
2y_dca_max_return,dca,max,max_return,2y,none,Benchmarks & DCA,2y_dca_max_return,Benchmarks & DCA | root=dca | sub_root=max | type=max_return | time=2y | unit=none
2y_dca_min_return,dca,min,min_return,2y,none,Benchmarks & DCA,2y_dca_min_return,Benchmarks & DCA | root=dca | sub_root=min | type=min_return | time=2y | unit=none
2y_dca_returns,dca,returns,returns,2y,none,Benchmarks & DCA,2y_dca_returns,Benchmarks & DCA | root=dca | sub_root=returns | type=returns | time=2y | unit=none
2y_dca_stack,dca,stack,stack,2y,none,Benchmarks & DCA,2y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=2y | unit=none
2y_dca_stack_btc,dca,stack,stack,2y,btc,Benchmarks & DCA,2y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=2y | unit=btc
2y_dca_stack_usd,dca,stack,stack,2y,usd,Benchmarks & DCA,2y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=2y | unit=usd
2y_lump_sum_days_in_loss,lump,sum,sum_loss,2y,none,Benchmarks & DCA,2y_lump_sum_days_in_loss,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_loss | time=2y | unit=none
2y_lump_sum_days_in_profit,lump,sum,sum_profit,2y,none,Benchmarks & DCA,2y_lump_sum_days_in_profit,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_profit | time=2y | unit=none
2y_lump_sum_max_return,lump,sum,sum_max_return,2y,none,Benchmarks & DCA,2y_lump_sum_max_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_max_return | time=2y | unit=none
2y_lump_sum_min_return,lump,sum,sum_min_return,2y,none,Benchmarks & DCA,2y_lump_sum_min_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_min_return | time=2y | unit=none
2y_lump_sum_returns,lump,sum,sum_returns,2y,none,Benchmarks & DCA,2y_lump_sum_returns,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_returns | time=2y | unit=none
2y_lump_sum_stack,lump,sum,sum_stack,2y,none,Benchmarks & DCA,2y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=2y | unit=none
2y_lump_sum_stack_btc,lump,sum,sum_stack,2y,btc,Benchmarks & DCA,2y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=2y | unit=btc
2y_lump_sum_stack_usd,lump,sum,sum_stack,2y,usd,Benchmarks & DCA,2y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=2y | unit=usd
2y_price_returns,price,returns,price_returns,2y,none,Benchmarks & DCA,2y_price_returns,Benchmarks & DCA | root=price | sub_root=returns | type=price_returns | time=2y | unit=none
3m_dca_average_price,dca,average,average_price,3m,none,Benchmarks & DCA,3m_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=3m | unit=none
3m_dca_average_price_sats,dca,average,average_price,3m,sats,Benchmarks & DCA,3m_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=3m | unit=sats
3m_dca_days_in_loss,dca,days,loss,3m,none,Benchmarks & DCA,3m_dca_days_in_loss,Benchmarks & DCA | root=dca | sub_root=days | type=loss | time=3m | unit=none
3m_dca_days_in_profit,dca,days,profit,3m,none,Benchmarks & DCA,3m_dca_days_in_profit,Benchmarks & DCA | root=dca | sub_root=days | type=profit | time=3m | unit=none
3m_dca_max_return,dca,max,max_return,3m,none,Benchmarks & DCA,3m_dca_max_return,Benchmarks & DCA | root=dca | sub_root=max | type=max_return | time=3m | unit=none
3m_dca_min_return,dca,min,min_return,3m,none,Benchmarks & DCA,3m_dca_min_return,Benchmarks & DCA | root=dca | sub_root=min | type=min_return | time=3m | unit=none
3m_dca_returns,dca,returns,returns,3m,none,Benchmarks & DCA,3m_dca_returns,Benchmarks & DCA | root=dca | sub_root=returns | type=returns | time=3m | unit=none
3m_dca_stack,dca,stack,stack,3m,none,Benchmarks & DCA,3m_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=3m | unit=none
3m_dca_stack_btc,dca,stack,stack,3m,btc,Benchmarks & DCA,3m_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=3m | unit=btc
3m_dca_stack_usd,dca,stack,stack,3m,usd,Benchmarks & DCA,3m_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=3m | unit=usd
3m_lump_sum_days_in_loss,lump,sum,sum_loss,3m,none,Benchmarks & DCA,3m_lump_sum_days_in_loss,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_loss | time=3m | unit=none
3m_lump_sum_days_in_profit,lump,sum,sum_profit,3m,none,Benchmarks & DCA,3m_lump_sum_days_in_profit,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_profit | time=3m | unit=none
3m_lump_sum_max_return,lump,sum,sum_max_return,3m,none,Benchmarks & DCA,3m_lump_sum_max_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_max_return | time=3m | unit=none
3m_lump_sum_min_return,lump,sum,sum_min_return,3m,none,Benchmarks & DCA,3m_lump_sum_min_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_min_return | time=3m | unit=none
3m_lump_sum_returns,lump,sum,sum_returns,3m,none,Benchmarks & DCA,3m_lump_sum_returns,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_returns | time=3m | unit=none
3m_lump_sum_stack,lump,sum,sum_stack,3m,none,Benchmarks & DCA,3m_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=3m | unit=none
3m_lump_sum_stack_btc,lump,sum,sum_stack,3m,btc,Benchmarks & DCA,3m_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=3m | unit=btc
3m_lump_sum_stack_usd,lump,sum,sum_stack,3m,usd,Benchmarks & DCA,3m_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=3m | unit=usd
3m_price_returns,price,returns,price_returns,3m,none,Benchmarks & DCA,3m_price_returns,Benchmarks & DCA | root=price | sub_root=returns | type=price_returns | time=3m | unit=none
3y_cagr,cagr,none,cagr,3y,none,Benchmarks & DCA,3y_cagr,Benchmarks & DCA | root=cagr | sub_root=none | type=cagr | time=3y | unit=none
3y_dca_average_price,dca,average,average_price,3y,none,Benchmarks & DCA,3y_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=3y | unit=none
3y_dca_average_price_sats,dca,average,average_price,3y,sats,Benchmarks & DCA,3y_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=3y | unit=sats
3y_dca_cagr,dca,cagr,cagr,3y,none,Benchmarks & DCA,3y_dca_cagr,Benchmarks & DCA | root=dca | sub_root=cagr | type=cagr | time=3y | unit=none
3y_dca_days_in_loss,dca,days,loss,3y,none,Benchmarks & DCA,3y_dca_days_in_loss,Benchmarks & DCA | root=dca | sub_root=days | type=loss | time=3y | unit=none
3y_dca_days_in_profit,dca,days,profit,3y,none,Benchmarks & DCA,3y_dca_days_in_profit,Benchmarks & DCA | root=dca | sub_root=days | type=profit | time=3y | unit=none
3y_dca_max_return,dca,max,max_return,3y,none,Benchmarks & DCA,3y_dca_max_return,Benchmarks & DCA | root=dca | sub_root=max | type=max_return | time=3y | unit=none
3y_dca_min_return,dca,min,min_return,3y,none,Benchmarks & DCA,3y_dca_min_return,Benchmarks & DCA | root=dca | sub_root=min | type=min_return | time=3y | unit=none
3y_dca_returns,dca,returns,returns,3y,none,Benchmarks & DCA,3y_dca_returns,Benchmarks & DCA | root=dca | sub_root=returns | type=returns | time=3y | unit=none
3y_dca_stack,dca,stack,stack,3y,none,Benchmarks & DCA,3y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=3y | unit=none
3y_dca_stack_btc,dca,stack,stack,3y,btc,Benchmarks & DCA,3y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=3y | unit=btc
3y_dca_stack_usd,dca,stack,stack,3y,usd,Benchmarks & DCA,3y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=3y | unit=usd
3y_lump_sum_days_in_loss,lump,sum,sum_loss,3y,none,Benchmarks & DCA,3y_lump_sum_days_in_loss,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_loss | time=3y | unit=none
3y_lump_sum_days_in_profit,lump,sum,sum_profit,3y,none,Benchmarks & DCA,3y_lump_sum_days_in_profit,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_profit | time=3y | unit=none
3y_lump_sum_max_return,lump,sum,sum_max_return,3y,none,Benchmarks & DCA,3y_lump_sum_max_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_max_return | time=3y | unit=none
3y_lump_sum_min_return,lump,sum,sum_min_return,3y,none,Benchmarks & DCA,3y_lump_sum_min_return,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_min_return | time=3y | unit=none
3y_lump_sum_returns,lump,sum,sum_returns,3y,none,Benchmarks & DCA,3y_lump_sum_returns,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_returns | time=3y | unit=none
3y_lump_sum_stack,lump,sum,sum_stack,3y,none,Benchmarks & DCA,3y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=3y | unit=none
3y_lump_sum_stack_btc,lump,sum,sum_stack,3y,btc,Benchmarks & DCA,3y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=3y | unit=btc
3y_lump_sum_stack_usd,lump,sum,sum_stack,3y,usd,Benchmarks & DCA,3y_lump_sum_stack,Benchmarks & DCA | root=lump | sub_root=sum | type=sum_stack | time=3y | unit=usd
3y_price_returns,price,returns,price_returns,3y,none,Benchmarks & DCA,3y_price_returns,Benchmarks & DCA | root=price | sub_root=returns | type=price_returns | time=3y | unit=none
4y_cagr,cagr,none,cagr,4y,none,Benchmarks & DCA,4y_cagr,Benchmarks & DCA | root=cagr | sub_root=none | type=cagr | time=4y | unit=none
4y_dca_average_price,dca,average,average_price,4y,none,Benchmarks & DCA,4y_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=4y | unit=none
4y_dca_average_price_sats,dca,average,average_price,4y,sats,Benchmarks & DCA,4y_dca_average_price,Benchmarks & DCA | root=dca | sub_root=average | type=average_price | time=4y | unit=sats
4y_dca_cagr,dca,cagr,cagr,4y,none,Benchmarks & DCA,4y_dca_cagr,Benchmarks & DCA | root=dca | sub_root=cagr | type=cagr | time=4y | unit=none
4y_dca_days_in_loss,dca,days,loss,4y,none,Benchmarks & DCA,4y_dca_days_in_loss,Benchmarks & DCA | root=dca | sub_root=days | type=loss | time=4y | unit=none
4y_dca_days_in_profit,dca,days,profit,4y,none,Benchmarks & DCA,4y_dca_days_in_profit,Benchmarks & DCA | root=dca | sub_root=days | type=profit | time=4y | unit=none
4y_dca_max_return,dca,max,max_return,4y,none,Benchmarks & DCA,4y_dca_max_return,Benchmarks & DCA | root=dca | sub_root=max | type=max_return | time=4y | unit=none
4y_dca_min_return,dca,min,min_return,4y,none,Benchmarks & DCA,4y_dca_min_return,Benchmarks & DCA | root=dca | sub_root=min | type=min_return | time=4y | unit=none
4y_dca_returns,dca,returns,returns,4y,none,Benchmarks & DCA,4y_dca_returns,Benchmarks & DCA | root=dca | sub_root=returns | type=returns | time=4y | unit=none
4y_dca_stack,dca,stack,stack,4y,none,Benchmarks & DCA,4y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=4y | unit=none
4y_dca_stack_btc,dca,stack,stack,4y,btc,Benchmarks & DCA,4y_dca_stack,Benchmarks & DCA | root=dca | sub_root=stack | type=stack | time=4y | unit=btc
