metric
addrs_under_10sats_sent_in_loss_usd_cumulative
addrs_under_10sats_sopr
addrs_under_10sats_sopr_30d_ema
addrs_under_10sats_sopr_7d_ema
addrs_with_0sats__30d_change
addrs_with_0sats__30d_change_btc
addrs_with_0sats__30d_change_usd
addrs_with_0sats_capitulation_flow
addrs_with_0sats_coinblocks_destroyed
addrs_with_0sats_coinblocks_destroyed_cumulative
addrs_with_0sats_coindays_destroyed
addrs_with_0sats_coindays_destroyed_cumulative
addrs_with_0sats_greed_index
addrs_with_0sats_invested_capital_in_loss
addrs_with_0sats_invested_capital_in_profit
addrs_with_0sats_investor_price
addrs_with_0sats_investor_price_cents
addrs_with_0sats_investor_price_ratio
addrs_with_0sats_loss_value_created
addrs_with_0sats_loss_value_destroyed
addrs_with_0sats_neg_realized_loss
addrs_with_0sats_neg_realized_loss_cumulative
addrs_with_0sats_neg_unrealized_loss
addrs_with_0sats_neg_unrealized_loss_rel_to_market_cap
addrs_with_0sats_net_realized_pnl
addrs_with_0sats_net_realized_pnl_7d_ema
addrs_with_0sats_net_realized_pnl_cumulative
addrs_with_0sats_net_realized_pnl_cumulative_30d_delta
addrs_with_0sats_net_realized_pnl_cumulative_30d_delta_rel_to_market_cap
addrs_with_0sats_net_sentiment
addrs_with_0sats_net_unrealized_pnl
addrs_with_0sats_net_unrealized_pnl_rel_to_market_cap
addrs_with_0sats_nupl
addrs_with_0sats_pain_index
addrs_with_0sats_profit_flow
addrs_with_0sats_profit_value_created
addrs_with_0sats_profit_value_destroyed
addrs_with_0sats_realized_cap
addrs_with_0sats_realized_cap_30d_delta
addrs_with_0sats_realized_cap_cents
addrs_with_0sats_realized_loss
addrs_with_0sats_realized_loss_7d_ema
addrs_with_0sats_realized_loss_cumulative
addrs_with_0sats_realized_peak_regret
addrs_with_0sats_realized_peak_regret_cumulative
addrs_with_0sats_realized_profit
addrs_with_0sats_realized_profit_7d_ema
addrs_with_0sats_realized_profit_cumulative
addrs_with_0sats_realized_value
addrs_with_0sats_sent
addrs_with_0sats_sent_14d_ema
addrs_with_0sats_sent_14d_ema_btc
addrs_with_0sats_sent_14d_ema_usd
addrs_with_0sats_sent_btc
addrs_with_0sats_sent_btc_cumulative
addrs_with_0sats_sent_cumulative
addrs_with_0sats_sent_in_loss
addrs_with_0sats_sent_in_loss_14d_ema
addrs_with_0sats_sent_in_loss_14d_ema_btc
addrs_with_0sats_sent_in_loss_14d_ema_usd
addrs_with_0sats_sent_in_loss_btc
addrs_with_0sats_sent_in_loss_btc_cumulative
addrs_with_0sats_sent_in_loss_cumulative
addrs_with_0sats_sent_in_loss_usd
addrs_with_0sats_sent_in_loss_usd_cumulative
addrs_with_0sats_sent_in_profit
addrs_with_0sats_sent_in_profit_14d_ema
addrs_with_0sats_sent_in_profit_14d_ema_btc
addrs_with_0sats_sent_in_profit_14d_ema_usd
addrs_with_0sats_sent_in_profit_btc
addrs_with_0sats_sent_in_profit_btc_cumulative
addrs_with_0sats_sent_in_profit_cumulative
addrs_with_0sats_sent_in_profit_usd
addrs_with_0sats_sent_in_profit_usd_cumulative
addrs_with_0sats_sent_usd
addrs_with_0sats_sent_usd_cumulative
addrs_with_0sats_supply
addrs_with_0sats_supply_btc
addrs_with_0sats_supply_halved
addrs_with_0sats_supply_halved_btc
addrs_with_0sats_supply_halved_usd
addrs_with_0sats_supply_in_loss
addrs_with_0sats_supply_in_loss_btc
addrs_with_0sats_supply_in_loss_rel_to_circulating_supply
addrs_with_0sats_supply_in_loss_usd
addrs_with_0sats_supply_in_profit
addrs_with_0sats_supply_in_profit_btc
addrs_with_0sats_supply_in_profit_rel_to_circulating_supply
addrs_with_0sats_supply_in_profit_usd
addrs_with_0sats_supply_rel_to_circulating_supply
addrs_with_0sats_supply_usd
addrs_with_0sats_total_realized_pnl
addrs_with_0sats_total_unrealized_pnl
addrs_with_0sats_unrealized_loss
addrs_with_0sats_unrealized_loss_rel_to_market_cap
addrs_with_0sats_unrealized_profit
addrs_with_0sats_unrealized_profit_rel_to_market_cap
addrs_with_0sats_value_created
addrs_with_0sats_value_destroyed
bitalo_1m_blocks_mined
bitalo_1m_dominance
bitalo_1w_blocks_mined
bitalo_1w_dominance
bitalo_1y_blocks_mined
bitalo_1y_dominance
bitalo_24h_blocks_mined
bitalo_24h_dominance
bitalo_blocks_mined
bitalo_blocks_mined_cumulative
bitalo_coinbase
bitalo_coinbase_btc
bitalo_coinbase_btc_cumulative
bitalo_coinbase_cumulative
bitalo_coinbase_usd
bitalo_coinbase_usd_cumulative
bitalo_days_since_block
bitalo_dominance
bitalo_fee
bitalo_fee_btc
bitalo_fee_btc_cumulative
bitalo_fee_cumulative
bitalo_fee_usd
bitalo_fee_usd_cumulative
bitalo_subsidy
bitalo_subsidy_btc
bitalo_subsidy_btc_cumulative
bitalo_subsidy_cumulative
bitalo_subsidy_usd
bitalo_subsidy_usd_cumulative
bitfufupool_1m_blocks_mined
bitfufupool_1m_dominance
bitfufupool_1w_blocks_mined
bitfufupool_1w_dominance
bitfufupool_1y_blocks_mined
bitfufupool_1y_dominance
bitfufupool_24h_blocks_mined
bitfufupool_24h_dominance
bitfufupool_blocks_mined
bitfufupool_blocks_mined_cumulative
bitfufupool_coinbase
bitfufupool_coinbase_btc
bitfufupool_coinbase_btc_cumulative
bitfufupool_coinbase_cumulative
bitfufupool_coinbase_usd
bitfufupool_coinbase_usd_cumulative
bitfufupool_days_since_block
bitfufupool_dominance
bitfufupool_fee
bitfufupool_fee_btc
bitfufupool_fee_btc_cumulative
bitfufupool_fee_cumulative
bitfufupool_fee_usd
bitfufupool_fee_usd_cumulative
bitfufupool_subsidy
bitfufupool_subsidy_btc
bitfufupool_subsidy_btc_cumulative
bitfufupool_subsidy_cumulative
bitfufupool_subsidy_usd
bitfufupool_subsidy_usd_cumulative
bitsolo_1m_blocks_mined
bitsolo_1m_dominance
bitsolo_1w_blocks_mined
bitsolo_1w_dominance
bitsolo_1y_blocks_mined
bitsolo_1y_dominance
bitsolo_24h_blocks_mined
bitsolo_24h_dominance
bitsolo_blocks_mined
bitsolo_blocks_mined_cumulative
bitsolo_coinbase
bitsolo_coinbase_btc
bitsolo_coinbase_btc_cumulative
bitsolo_coinbase_cumulative
bitsolo_coinbase_usd
bitsolo_coinbase_usd_cumulative
bitsolo_days_since_block
bitsolo_dominance
bitsolo_fee
bitsolo_fee_btc
bitsolo_fee_btc_cumulative
bitsolo_fee_cumulative
bitsolo_fee_usd
bitsolo_fee_usd_cumulative
bitsolo_subsidy
bitsolo_subsidy_btc
bitsolo_subsidy_btc_cumulative
bitsolo_subsidy_cumulative
bitsolo_subsidy_usd
bitsolo_subsidy_usd_cumulative
block_count_target
btcdig_1m_blocks_mined
btcdig_1m_dominance
btcdig_1w_blocks_mined
btcdig_1w_dominance
btcdig_1y_blocks_mined
btcdig_1y_dominance
btcdig_24h_blocks_mined
btcdig_24h_dominance
btcdig_blocks_mined
btcdig_blocks_mined_cumulative
btcdig_coinbase
btcdig_coinbase_btc
btcdig_coinbase_btc_cumulative
btcdig_coinbase_cumulative
btcdig_coinbase_usd
btcdig_coinbase_usd_cumulative
btcdig_days_since_block
btcdig_dominance
btcdig_fee
btcdig_fee_btc
btcdig_fee_btc_cumulative
btcdig_fee_cumulative
btcdig_fee_usd
btcdig_fee_usd_cumulative
btcdig_subsidy
btcdig_subsidy_btc
btcdig_subsidy_btc_cumulative
btcdig_subsidy_cumulative
btcdig_subsidy_usd
btcdig_subsidy_usd_cumulative
btclab_1m_blocks_mined
btclab_1m_dominance
btclab_1w_blocks_mined
btclab_1w_dominance
btclab_1y_blocks_mined
btclab_1y_dominance
btclab_24h_blocks_mined
btclab_24h_dominance
btclab_blocks_mined
btclab_blocks_mined_cumulative
btclab_coinbase
btclab_coinbase_btc
btclab_coinbase_btc_cumulative
btclab_coinbase_cumulative
btclab_coinbase_usd
btclab_coinbase_usd_cumulative
btclab_days_since_block
btclab_dominance
btclab_fee
btclab_fee_btc
btclab_fee_btc_cumulative
btclab_fee_cumulative
btclab_fee_usd
btclab_fee_usd_cumulative
btclab_subsidy
btclab_subsidy_btc
btclab_subsidy_btc_cumulative
btclab_subsidy_cumulative
btclab_subsidy_usd
btclab_subsidy_usd_cumulative
btcmp_1m_blocks_mined
btcmp_1m_dominance
btcmp_1w_blocks_mined
btcmp_1w_dominance
btcmp_1y_blocks_mined
btcmp_1y_dominance
btcmp_24h_blocks_mined
btcmp_24h_dominance
btcmp_blocks_mined
btcmp_blocks_mined_cumulative
btcmp_coinbase
btcmp_coinbase_btc
btcmp_coinbase_btc_cumulative
btcmp_coinbase_cumulative
btcmp_coinbase_usd
btcmp_coinbase_usd_cumulative
btcmp_days_since_block
btcmp_dominance
btcmp_fee
btcmp_fee_btc
btcmp_fee_btc_cumulative
btcmp_fee_cumulative
btcmp_fee_usd
btcmp_fee_usd_cumulative
btcmp_subsidy
btcmp_subsidy_btc
btcmp_subsidy_btc_cumulative
btcmp_subsidy_cumulative
btcmp_subsidy_usd
btcmp_subsidy_usd_cumulative
btcnuggets_1m_blocks_mined
btcnuggets_1m_dominance
btcnuggets_1w_blocks_mined
btcnuggets_1w_dominance
btcnuggets_1y_blocks_mined
btcnuggets_1y_dominance
btcnuggets_24h_blocks_mined
btcnuggets_24h_dominance
btcnuggets_blocks_mined
btcnuggets_blocks_mined_cumulative
btcnuggets_coinbase
btcnuggets_coinbase_btc
btcnuggets_coinbase_btc_cumulative
btcnuggets_coinbase_cumulative
btcnuggets_coinbase_usd
btcnuggets_coinbase_usd_cumulative
btcnuggets_days_since_block
btcnuggets_dominance
btcnuggets_fee
btcnuggets_fee_btc
btcnuggets_fee_btc_cumulative
btcnuggets_fee_cumulative
btcnuggets_fee_usd
btcnuggets_fee_usd_cumulative
btcnuggets_subsidy
btcnuggets_subsidy_btc
btcnuggets_subsidy_btc_cumulative
btcnuggets_subsidy_cumulative
btcnuggets_subsidy_usd
btcnuggets_subsidy_usd_cumulative
btcpoolparty_1m_blocks_mined
btcpoolparty_1m_dominance
btcpoolparty_1w_blocks_mined
btcpoolparty_1w_dominance
btcpoolparty_1y_blocks_mined
btcpoolparty_1y_dominance
btcpoolparty_24h_blocks_mined
btcpoolparty_24h_dominance
btcpoolparty_blocks_mined
btcpoolparty_blocks_mined_cumulative
btcpoolparty_coinbase
btcpoolparty_coinbase_btc
btcpoolparty_coinbase_btc_cumulative
btcpoolparty_coinbase_cumulative
btcpoolparty_coinbase_usd
btcpoolparty_coinbase_usd_cumulative
btcpoolparty_days_since_block
btcpoolparty_dominance
btcpoolparty_fee
btcpoolparty_fee_btc
btcpoolparty_fee_btc_cumulative
btcpoolparty_fee_cumulative
btcpoolparty_fee_usd
btcpoolparty_fee_usd_cumulative
btcpoolparty_subsidy
btcpoolparty_subsidy_btc
btcpoolparty_subsidy_btc_cumulative
btcpoolparty_subsidy_cumulative
btcpoolparty_subsidy_usd
btcpoolparty_subsidy_usd_cumulative
canoe_1m_blocks_mined
canoe_1m_dominance
canoe_1w_blocks_mined
canoe_1w_dominance
canoe_1y_blocks_mined
canoe_1y_dominance
canoe_24h_blocks_mined
canoe_24h_dominance
canoe_blocks_mined
canoe_blocks_mined_cumulative
canoe_coinbase
canoe_coinbase_btc
canoe_coinbase_btc_cumulative
canoe_coinbase_cumulative
canoe_coinbase_usd
canoe_coinbase_usd_cumulative
canoe_days_since_block
canoe_dominance
canoe_fee
canoe_fee_btc
canoe_fee_btc_cumulative
canoe_fee_cumulative
canoe_fee_usd
canoe_fee_usd_cumulative
canoe_subsidy
canoe_subsidy_btc
canoe_subsidy_btc_cumulative
canoe_subsidy_cumulative
canoe_subsidy_usd
canoe_subsidy_usd_cumulative
carbonnegative_1m_blocks_mined
carbonnegative_1m_dominance
carbonnegative_1w_blocks_mined
carbonnegative_1w_dominance
carbonnegative_1y_blocks_mined
carbonnegative_1y_dominance
carbonnegative_24h_blocks_mined
carbonnegative_24h_dominance
carbonnegative_blocks_mined
carbonnegative_blocks_mined_cumulative
carbonnegative_coinbase
carbonnegative_coinbase_btc
carbonnegative_coinbase_btc_cumulative
carbonnegative_coinbase_cumulative
carbonnegative_coinbase_usd
carbonnegative_coinbase_usd_cumulative
carbonnegative_days_since_block
carbonnegative_dominance
carbonnegative_fee
carbonnegative_fee_btc
carbonnegative_fee_btc_cumulative
carbonnegative_fee_cumulative
carbonnegative_fee_usd
carbonnegative_fee_usd_cumulative
carbonnegative_subsidy
carbonnegative_subsidy_btc
carbonnegative_subsidy_btc_cumulative
carbonnegative_subsidy_cumulative
carbonnegative_subsidy_usd
carbonnegative_subsidy_usd_cumulative
cloudhashing_1m_blocks_mined
cloudhashing_1m_dominance
cloudhashing_1w_blocks_mined
cloudhashing_1w_dominance
cloudhashing_1y_blocks_mined
cloudhashing_1y_dominance
cloudhashing_24h_blocks_mined
cloudhashing_24h_dominance
cloudhashing_blocks_mined
cloudhashing_blocks_mined_cumulative
cloudhashing_coinbase
cloudhashing_coinbase_btc
cloudhashing_coinbase_btc_cumulative
cloudhashing_coinbase_cumulative
cloudhashing_coinbase_usd
cloudhashing_coinbase_usd_cumulative
cloudhashing_days_since_block
cloudhashing_dominance
cloudhashing_fee
cloudhashing_fee_btc
cloudhashing_fee_btc_cumulative
cloudhashing_fee_cumulative
cloudhashing_fee_usd
cloudhashing_fee_usd_cumulative
cloudhashing_subsidy
cloudhashing_subsidy_btc
cloudhashing_subsidy_btc_cumulative
cloudhashing_subsidy_cumulative
cloudhashing_subsidy_usd
cloudhashing_subsidy_usd_cumulative
cointerra_1m_blocks_mined
cointerra_1m_dominance
cointerra_1w_blocks_mined
cointerra_1w_dominance
cointerra_1y_blocks_mined
cointerra_1y_dominance
cointerra_24h_blocks_mined
cointerra_24h_dominance
cointerra_blocks_mined
cointerra_blocks_mined_cumulative
cointerra_coinbase
cointerra_coinbase_btc
cointerra_coinbase_btc_cumulative
cointerra_coinbase_cumulative
cointerra_coinbase_usd
cointerra_coinbase_usd_cumulative
cointerra_days_since_block
cointerra_dominance
cointerra_fee
cointerra_fee_btc
cointerra_fee_btc_cumulative
cointerra_fee_cumulative
cointerra_fee_usd
cointerra_fee_usd_cumulative
cointerra_subsidy
cointerra_subsidy_btc
cointerra_subsidy_btc_cumulative
cointerra_subsidy_cumulative
cointerra_subsidy_usd
cointerra_subsidy_usd_cumulative
constant_0
constant_1
constant_100
constant_2
constant_20
constant_3
constant_30
constant_38_2
constant_4
constant_50
constant_600
constant_61_8
constant_70
constant_80
constant_minus_1
constant_minus_2
constant_minus_3
constant_minus_4
cost_basis_pct05
dca_class_2024_days_in_loss
dca_class_2024_days_in_profit
dca_class_2024_max_return
dca_class_2024_min_return
dca_class_2024_stack
dca_class_2024_stack_btc
dca_class_2024_stack_usd
dca_class_2025_days_in_loss
dca_class_2025_days_in_profit
dca_class_2025_max_return
dca_class_2025_min_return
dca_class_2025_stack
dca_class_2025_stack_btc
dca_class_2025_stack_usd
dca_class_2026_days_in_loss
dca_class_2026_days_in_profit
dca_class_2026_max_return
dca_class_2026_min_return
dca_class_2026_stack
dca_class_2026_stack_btc
dca_class_2026_stack_usd
digitalxmintsy_1m_blocks_mined
digitalxmintsy_1m_dominance
digitalxmintsy_1w_blocks_mined
digitalxmintsy_1w_dominance
digitalxmintsy_1y_blocks_mined
digitalxmintsy_1y_dominance
digitalxmintsy_24h_blocks_mined
digitalxmintsy_24h_dominance
digitalxmintsy_blocks_mined
digitalxmintsy_blocks_mined_cumulative
digitalxmintsy_coinbase
digitalxmintsy_coinbase_btc
digitalxmintsy_coinbase_btc_cumulative
digitalxmintsy_coinbase_cumulative
digitalxmintsy_coinbase_usd
digitalxmintsy_coinbase_usd_cumulative
digitalxmintsy_days_since_block
digitalxmintsy_dominance
digitalxmintsy_fee
digitalxmintsy_fee_btc
digitalxmintsy_fee_btc_cumulative
digitalxmintsy_fee_cumulative
digitalxmintsy_fee_usd
digitalxmintsy_fee_usd_cumulative
digitalxmintsy_subsidy
digitalxmintsy_subsidy_btc
digitalxmintsy_subsidy_btc_cumulative
digitalxmintsy_subsidy_cumulative
digitalxmintsy_subsidy_usd
digitalxmintsy_subsidy_usd_cumulative
ekanembtc_1m_blocks_mined
ekanembtc_1m_dominance
ekanembtc_1w_blocks_mined
ekanembtc_1w_dominance
ekanembtc_1y_blocks_mined
ekanembtc_1y_dominance
ekanembtc_24h_blocks_mined
ekanembtc_24h_dominance
ekanembtc_blocks_mined
ekanembtc_blocks_mined_cumulative
ekanembtc_coinbase
ekanembtc_coinbase_btc
ekanembtc_coinbase_btc_cumulative
ekanembtc_coinbase_cumulative
ekanembtc_coinbase_usd
ekanembtc_coinbase_usd_cumulative
ekanembtc_days_since_block
ekanembtc_dominance
ekanembtc_fee
ekanembtc_fee_btc
ekanembtc_fee_btc_cumulative
ekanembtc_fee_cumulative
ekanembtc_fee_usd
ekanembtc_fee_usd_cumulative
ekanembtc_subsidy
ekanembtc_subsidy_btc
ekanembtc_subsidy_btc_cumulative
ekanembtc_subsidy_cumulative
ekanembtc_subsidy_usd
ekanembtc_subsidy_usd_cumulative
empty_outputs_net_realized_pnl_cumulative_30d_delta_rel_to_realized_cap
empty_outputs_net_realized_pnl_rel_to_realized_cap
empty_outputs_peak_regret_rel_to_realized_cap
empty_outputs_realized_loss_rel_to_realized_cap
empty_outputs_realized_loss_rel_to_realized_cap_cumulative
empty_outputs_realized_profit_rel_to_realized_cap
empty_outputs_sell_side_risk_ratio
empty_outputs_sell_side_risk_ratio_30d_ema
empty_outputs_sell_side_risk_ratio_7d_ema
emptyoutput_count_median
emptyoutput_count_min
emptyoutput_count_pct10
emptyoutput_count_pct25
emptyoutput_count_pct75
entrustcharitypool_1m_blocks_mined
entrustcharitypool_1m_dominance
entrustcharitypool_1w_blocks_mined
entrustcharitypool_1w_dominance
entrustcharitypool_1y_blocks_mined
entrustcharitypool_1y_dominance
entrustcharitypool_24h_blocks_mined
entrustcharitypool_24h_dominance
entrustcharitypool_blocks_mined
entrustcharitypool_blocks_mined_cumulative
entrustcharitypool_coinbase
entrustcharitypool_coinbase_btc
entrustcharitypool_coinbase_btc_cumulative
entrustcharitypool_coinbase_cumulative
entrustcharitypool_coinbase_usd
entrustcharitypool_coinbase_usd_cumulative
entrustcharitypool_days_since_block
entrustcharitypool_dominance
entrustcharitypool_fee
entrustcharitypool_fee_btc
entrustcharitypool_fee_btc_cumulative
entrustcharitypool_fee_cumulative
entrustcharitypool_fee_usd
entrustcharitypool_fee_usd_cumulative
entrustcharitypool_subsidy
entrustcharitypool_subsidy_btc
entrustcharitypool_subsidy_btc_cumulative
entrustcharitypool_subsidy_cumulative
entrustcharitypool_subsidy_usd
entrustcharitypool_subsidy_usd_cumulative
eobot_1m_blocks_mined
eobot_1m_dominance
eobot_1w_blocks_mined
eobot_1w_dominance
eobot_1y_blocks_mined
eobot_1y_dominance
eobot_24h_blocks_mined
eobot_24h_dominance
eobot_blocks_mined
eobot_blocks_mined_cumulative
eobot_coinbase
eobot_coinbase_btc
eobot_coinbase_btc_cumulative
eobot_coinbase_cumulative
eobot_coinbase_usd
eobot_coinbase_usd_cumulative
eobot_days_since_block
eobot_dominance
eobot_fee
eobot_fee_btc
eobot_fee_btc_cumulative
eobot_fee_cumulative
eobot_fee_usd
eobot_fee_usd_cumulative
eobot_subsidy
eobot_subsidy_btc
eobot_subsidy_btc_cumulative
eobot_subsidy_cumulative
eobot_subsidy_usd
eobot_subsidy_usd_cumulative
epoch_0_min_cost_basis
epoch_1_min_cost_basis
epoch_1_min_cost_basis_sats
epoch_3_min_cost_basis
epoch_3_min_cost_basis_sats
epoch_4__30d_change
epoch_4__30d_change_btc
epoch_4__30d_change_usd
epoch_4_capitulation_flow
epoch_4_coinblocks_destroyed
epoch_4_coinblocks_destroyed_cumulative
epoch_4_coindays_destroyed
epoch_4_coindays_destroyed_cumulative
epoch_4_greed_index
epoch_4_invested_capital_in_loss
epoch_4_invested_capital_in_profit
epoch_4_investor_price
epoch_4_investor_price_cents
epoch_4_investor_price_ratio
epoch_4_loss_value_created
epoch_4_loss_value_destroyed
epoch_4_neg_realized_loss
epoch_4_neg_realized_loss_cumulative
epoch_4_neg_unrealized_loss
epoch_4_net_realized_pnl
epoch_4_net_realized_pnl_7d_ema
epoch_4_net_realized_pnl_cumulative
epoch_4_net_realized_pnl_cumulative_30d_delta
epoch_4_net_realized_pnl_cumulative_30d_delta_rel_to_market_cap
epoch_4_net_sentiment
epoch_4_net_unrealized_pnl
epoch_4_pain_index
epoch_4_profit_flow
epoch_4_profit_value_created
epoch_4_profit_value_destroyed
epoch_4_realized_cap
epoch_4_realized_cap_30d_delta
epoch_4_realized_cap_cents
epoch_4_realized_loss
epoch_4_realized_loss_7d_ema
epoch_4_realized_loss_cumulative
epoch_4_realized_peak_regret
epoch_4_realized_peak_regret_cumulative
epoch_4_realized_profit
epoch_4_realized_profit_7d_ema
epoch_4_realized_profit_cumulative
epoch_4_realized_value
epoch_4_sent
epoch_4_sent_14d_ema
epoch_4_sent_14d_ema_btc
epoch_4_sent_14d_ema_usd
epoch_4_sent_btc
epoch_4_sent_btc_cumulative
epoch_4_sent_cumulative
epoch_4_sent_in_loss
epoch_4_sent_in_loss_14d_ema
epoch_4_sent_in_loss_14d_ema_btc
epoch_4_sent_in_loss_14d_ema_usd
epoch_4_sent_in_loss_btc
epoch_4_sent_in_loss_btc_cumulative
epoch_4_sent_in_loss_cumulative
epoch_4_sent_in_loss_usd
epoch_4_sent_in_loss_usd_cumulative
epoch_4_sent_in_profit
epoch_4_sent_in_profit_14d_ema
epoch_4_sent_in_profit_14d_ema_btc
epoch_4_sent_in_profit_14d_ema_usd
epoch_4_sent_in_profit_btc
epoch_4_sent_in_profit_btc_cumulative
epoch_4_sent_in_profit_cumulative
epoch_4_sent_in_profit_usd
epoch_4_sent_in_profit_usd_cumulative
epoch_4_sent_usd
epoch_4_sent_usd_cumulative
epoch_4_supply
epoch_4_supply_btc
epoch_4_supply_halved
epoch_4_supply_halved_btc
epoch_4_supply_halved_usd
epoch_4_supply_in_loss
epoch_4_supply_in_loss_btc
epoch_4_supply_in_loss_usd
epoch_4_supply_in_profit
epoch_4_supply_in_profit_btc
epoch_4_supply_in_profit_usd
epoch_4_supply_usd
epoch_4_total_realized_pnl
epoch_4_total_unrealized_pnl
epoch_4_unrealized_loss
epoch_4_unrealized_profit
epoch_4_utxo_count
epoch_4_utxo_count_30d_change
epoch_4_value_created
epoch_4_value_destroyed
futurebitapollosolo_1m_blocks_mined
futurebitapollosolo_1m_dominance
futurebitapollosolo_1w_blocks_mined
futurebitapollosolo_1w_dominance
futurebitapollosolo_1y_blocks_mined
futurebitapollosolo_1y_dominance
futurebitapollosolo_24h_blocks_mined
futurebitapollosolo_24h_dominance
futurebitapollosolo_blocks_mined
futurebitapollosolo_blocks_mined_cumulative
futurebitapollosolo_coinbase
futurebitapollosolo_coinbase_btc
futurebitapollosolo_coinbase_btc_cumulative
futurebitapollosolo_coinbase_cumulative
futurebitapollosolo_coinbase_usd
futurebitapollosolo_coinbase_usd_cumulative
futurebitapollosolo_days_since_block
futurebitapollosolo_dominance
futurebitapollosolo_fee
futurebitapollosolo_fee_btc
futurebitapollosolo_fee_btc_cumulative
futurebitapollosolo_fee_cumulative
futurebitapollosolo_fee_usd
futurebitapollosolo_fee_usd_cumulative
futurebitapollosolo_subsidy
futurebitapollosolo_subsidy_btc
futurebitapollosolo_subsidy_btc_cumulative
futurebitapollosolo_subsidy_cumulative
futurebitapollosolo_subsidy_usd
