column_name,root,sub_root,metric_type,time_horizon,unit,family,cohort_group,stem,cluster_key,reduction_group
day_utc,day,utc,utc,spot,none,Metadata,none,day_utc,Metadata | cohort=none | root=day | sub_root=utc | type=utc | time=spot | unit=none,Metadata | cohort=none
utxos_under_10btc_profit_flow,utxos,under,profit_flow,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_profit_flow,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit_flow | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_profit_value_created,utxos,under,profit_value,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_profit_value_created,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit_value | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_profit_value_destroyed,utxos,under,profit_value,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_profit_value_destroyed,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit_value | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_cap,utxos,under,cap,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_cap_30d_delta,utxos,under,cap,30d,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_cap_delta,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=cap | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_cap_cents,utxos,under,cap,spot,cents,UTXO Age Cohorts,none,utxos_under_10btc_realized_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=cap | time=spot | unit=cents,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_loss,utxos,under,loss,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_loss_7d_ema,utxos,under,loss_ema,7d,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_ema | time=7d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_loss_cumulative,utxos,under,loss_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_loss_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_loss_rel_to_realized_cap,utxos,under,loss_cap,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_loss_rel_to_realized_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_loss_rel_to_realized_cap_cumulative,utxos,under,loss_cap_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_loss_rel_to_realized_cap_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=loss_cap_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_peak_regret,utxos,under,regret,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_peak_regret,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=regret | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_peak_regret_cumulative,utxos,under,cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_peak_regret_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_price,utxos,under,price,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_price,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_price_ratio,utxos,under,price_ratio,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_price,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price_ratio | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_price_sats,utxos,under,price,spot,sats,UTXO Age Cohorts,none,utxos_under_10btc_realized_price,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=price | time=spot | unit=sats,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_profit,utxos,under,profit,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_profit_7d_ema,utxos,under,profit_ema,7d,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit_ema | time=7d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_profit_cumulative,utxos,under,profit_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_profit_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_profit_rel_to_realized_cap,utxos,under,profit_cap,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_profit_rel_to_realized_cap,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit_cap | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_profit_rel_to_realized_cap_cumulative,utxos,under,profit_cap_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_profit_rel_to_realized_cap_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=profit_cap_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_realized_value,utxos,under,value,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_realized_value,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=value | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sell_side_risk_ratio,utxos,under,ratio,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_sell_side_risk,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=ratio | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sell_side_risk_ratio_30d_ema,utxos,under,ratio_ema,30d,none,UTXO Age Cohorts,none,utxos_under_10btc_sell_side_risk,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=ratio_ema | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sell_side_risk_ratio_7d_ema,utxos,under,ratio_ema,7d,none,UTXO Age Cohorts,none,utxos_under_10btc_sell_side_risk,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=ratio_ema | time=7d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent,utxos,under,sent,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_14d_ema,utxos,under,sent_ema,14d,none,UTXO Age Cohorts,none,utxos_under_10btc_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_ema | time=14d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_14d_ema_btc,utxos,under,sent_ema,14d,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_ema | time=14d | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_14d_ema_usd,utxos,under,sent_ema,14d,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_ema | time=14d | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_btc,utxos,under,sent,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_btc_cumulative,utxos,under,sent_cumulative,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent_btc_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_cumulative | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_cumulative,utxos,under,sent_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_sent_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss,utxos,under,sent_loss,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss_14d_ema,utxos,under,sent_loss_ema,14d,none,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_ema | time=14d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss_14d_ema_btc,utxos,under,sent_loss_ema,14d,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_ema | time=14d | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss_14d_ema_usd,utxos,under,sent_loss_ema,14d,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_ema | time=14d | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss_btc,utxos,under,sent_loss,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss_btc_cumulative,utxos,under,sent_loss_cumulative,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss_btc_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_cumulative | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss_cumulative,utxos,under,sent_loss_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss_usd,utxos,under,sent_loss,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_loss_usd_cumulative,utxos,under,sent_loss_cumulative,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_loss_usd_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_loss_cumulative | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit,utxos,under,sent_profit,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit_14d_ema,utxos,under,sent_profit_ema,14d,none,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_ema | time=14d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit_14d_ema_btc,utxos,under,sent_profit_ema,14d,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_ema | time=14d | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit_14d_ema_usd,utxos,under,sent_profit_ema,14d,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_ema | time=14d | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit_btc,utxos,under,sent_profit,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit_btc_cumulative,utxos,under,sent_profit_cumulative,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit_btc_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_cumulative | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit_cumulative,utxos,under,sent_profit_cumulative,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_cumulative | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit_usd,utxos,under,sent_profit,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_in_profit_usd_cumulative,utxos,under,sent_profit_cumulative,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent_in_profit_usd_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_profit_cumulative | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_usd,utxos,under,sent,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sent_usd_cumulative,utxos,under,sent_cumulative,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_sent_usd_cumulative,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sent_cumulative | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sopr,utxos,under,sopr,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_sopr,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sopr | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sopr_30d_ema,utxos,under,sopr_ema,30d,none,UTXO Age Cohorts,none,utxos_under_10btc_sopr,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sopr_ema | time=30d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_sopr_7d_ema,utxos,under,sopr_ema,7d,none,UTXO Age Cohorts,none,utxos_under_10btc_sopr,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=sopr_ema | time=7d | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply,utxos,under,supply,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_btc,utxos,under,supply,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_halved,utxos,under,supply,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_supply_halved,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_halved_btc,utxos,under,supply,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_supply_halved,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_halved_usd,utxos,under,supply,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_supply_halved,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_loss,utxos,under,supply_loss,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_loss_btc,utxos,under,supply_loss,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_loss_rel_to_circulating_supply,utxos,under,supply_loss_supply,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_loss_rel_to_circulating_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_loss_rel_to_own_supply,utxos,under,supply_loss_supply,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_loss_rel_to_own_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_loss_usd,utxos,under,supply_loss,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_loss,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_loss | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_profit,utxos,under,supply_profit,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_profit_btc,utxos,under,supply_profit,spot,btc,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit | time=spot | unit=btc,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_profit_rel_to_circulating_supply,utxos,under,supply_profit_supply,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_profit_rel_to_circulating_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_profit_rel_to_own_supply,utxos,under,supply_profit_supply,spot,none,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_profit_rel_to_own_supply,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit_supply | time=spot | unit=none,UTXO Age Cohorts | cohort=none
utxos_under_10btc_supply_in_profit_usd,utxos,under,supply_profit,spot,usd,UTXO Age Cohorts,none,utxos_under_10btc_supply_in_profit,UTXO Age Cohorts | cohort=none | root=utxos | sub_root=under | type=supply_profit | time=spot | unit=usd,UTXO Age Cohorts | cohort=none
